o anúncio,announcement
a pinga,sugar cane liquor
curioso,curious
fresco,"fresh, cool"
o episódio,episode
a importação,import
produtivo,productive
presidir,to preside
teatral,theatrical
respectivamente,respectively
masculino,masculine
a explicação,explanation
o conteúdo,content(s)
curto,short (length or time)
a agricultura,agriculture
a dança,dance
procedente,"coming from, derived from"
imediatamente,immediately
o osso,bone
incrementar,to increase in steps
modificar,to modify
a discussão,discussion ; argument
a exportação,exportation
o impossível,the impossible
despedir,"to fire, dismiss"
roubar,to steal; to rob
registrar,to register
sessenta,sixty
a publicação,publication
médico,medical
administrativo,administrative
a academia,"gym, fitness centre, academy"
evidente,evident
o inquérito,"survey, poll"
característico,characteristic
o engenheiro,engineer
acumular,to accumulate
tremendo,tremendous
o aço,steel
o comandante,"commander, CO (military)"
distribuir,to distribute
a imaginação,imagination
a redução,reduction
o significado,meaning
pesado,heavy
orgânico,organic
global,global
a radiação,radiation
o deserto,desert
sagrado,sacred
limpar,to clean; to wipe
concordar,"to agree, accede to"
o campeão,champion
a continuação,continuation
a planície,prairie
metálico,metallic
a postura,"attitude, stance; posture"
perdido,lost
eficaz,"effective, efficient"
apertar,to tighten; squeeze; pinch; shake; press
a residência,residence
o argumento,argument
terrestre,terrestrial
a fila,"row, line, queue"
excelente,excellent
denominado,called
regular,to regulate
equivocar-se,to make a mistake
a fábrica,factory
a fruta,fruit
crítico,critical
o tráfico,"traffic (drugs, slaves etc)"
o tiro,gunshot
o cume,"summit, mountain top"
o impacto,impact
o comando,command
a marca,"mark, brand"
intelectual,intellectual
concordar,to make an agreement
o mandato,term of office
negativo,negative
correspondente,corresponding
a dimensão,dimension
expulsar,to expel
atirar,"to throw, hurl; to shoot (a weapon)"
limitado,limited
definitivamente,definitely
combater,to combat
a garrafa,bottle
assassinar,to murder; to assassinate
incrível,incredible
a secretaria,secretariat
o joelho,knee
largo,"broad, wide, loose-fitting"
a cooperação,co-operation
o conservador,conservative
colonial,colonial
precisar,to specify
o seio,bosom
alterar,to alter
o progresso,progress
o prato,"plate, dish; course"
medieval,medieval
vital,vital
investir,to invest
a pátria,homeland
solar,solar
o vapor,steam
a preparação,preparation
a inflação,inflation
a senioridade,seniority
suportar,to put up with
a península,peninsula
o experto,expert
carecer,"to need, lack, do without"
amarelo,yellow
a profissão,profession
a lágrima,tear
conquistar,to conquer
o acidente,accident
perseguir,"to chase, pursue"
dar,to give
o Israel,israel
fora,out
a ameaça,threat
desconhecido,unknown
o mexicano,mexican
marinho,marine
pior,worse
facilitar,to facilitate
o sapato,shoe
liberal,liberal
a margem,margin
fechar,"to close, to shut"
efetivamente,"effectively, really, in reality"
o açúcar,sugar
